artist,like,play,skip,engagement_rate,skip_rate
Promoting Sounds,3,23,3,0.13043478260869565,0.13043478260869565
Wham!,3,23,2,0.13043478260869565,0.08695652173913043
KLOEF TJR,3,23,3,0.13043478260869565,0.13043478260869565
Paul Kalkbrenner,3,23,4,0.13043478260869565,0.17391304347826086
Wage War,3,23,2,0.13043478260869565,0.08695652173913043
Vikström,6,46,6,0.13043478260869565,0.13043478260869565
Clipse,3,23,1,0.13043478260869565,0.043478260869565216
JOYRYDE,3,23,6,0.13043478260869565,0.2608695652173913
Betty Wright,3,23,7,0.13043478260869565,0.30434782608695654
Onur Ormen,3,23,2,0.13043478260869565,0.08695652173913043
Bondax,3,23,4,0.13043478260869565,0.17391304347826086
mr_slace,3,23,3,0.13043478260869565,0.13043478260869565
Hablot Brown,3,23,1,0.13043478260869565,0.043478260869565216
Jake Isaac,3,23,3,0.13043478260869565,0.13043478260869565
Oasis,9,69,15,0.13043478260869565,0.21739130434782608
6cyclemind,3,23,3,0.13043478260869565,0.13043478260869565
Trinix,3,23,1,0.13043478260869565,0.043478260869565216
Ina Wroldsen,3,23,2,0.13043478260869565,0.08695652173913043
Jeezy,12,92,12,0.13043478260869565,0.13043478260869565
RAC,3,23,3,0.13043478260869565,0.13043478260869565
Tiësto,44,338,45,0.1301775147928994,0.13313609467455623
CNCO,13,100,7,0.13,0.07
Beyoncé,17,131,14,0.1297709923664122,0.10687022900763359
Bobby Brown,38,293,31,0.1296928327645051,0.10580204778156997
Adele,14,108,18,0.12962962962962962,0.16666666666666666
Eric Benét,7,54,7,0.12962962962962962,0.12962962962962962
"Héctor ""El Father""",7,54,8,0.12962962962962962,0.14814814814814814
Ballin Entertainment,39,301,35,0.12956810631229235,0.11627906976744186
Foo Fighters,18,139,11,0.12949640287769784,0.07913669064748201
Borgeous,15,116,13,0.12931034482758622,0.11206896551724138
Getter,4,31,5,0.12903225806451613,0.16129032258064516
Dermot Kennedy,4,31,3,0.12903225806451613,0.0967741935483871
DIVINE,8,62,19,0.12903225806451613,0.3064516129032258
Roxette,4,31,2,0.12903225806451613,0.06451612903225806
Sidney Samson,4,31,5,0.12903225806451613,0.16129032258064516
Miami Bass Tracks,4,31,5,0.12903225806451613,0.16129032258064516
Hiatus Kaiyote,4,31,5,0.12903225806451613,0.16129032258064516
Herve Pagez,4,31,1,0.12903225806451613,0.03225806451612903
Martin Solveig,4,31,4,0.12903225806451613,0.12903225806451613
Above & Beyond,4,31,5,0.12903225806451613,0.16129032258064516
Dye O,4,31,3,0.12903225806451613,0.0967741935483871
Evanescence,4,31,4,0.12903225806451613,0.12903225806451613
Kelly Price,4,31,5,0.12903225806451613,0.16129032258064516
SNAP!,4,31,3,0.12903225806451613,0.0967741935483871
TRFN,4,31,3,0.12903225806451613,0.0967741935483871
Soul II Soul,4,31,4,0.12903225806451613,0.12903225806451613
Gloria Estefan,40,310,31,0.12903225806451613,0.1
Calvin Harris,45,350,54,0.12857142857142856,0.15428571428571428
Charli XCX,9,70,8,0.12857142857142856,0.11428571428571428
Ted Nugent,14,109,7,0.12844036697247707,0.06422018348623854
Bullet For My Valentine,5,39,1,0.1282051282051282,0.02564102564102564
Mobb Deep,5,39,7,0.1282051282051282,0.1794871794871795
The Vamps,5,39,4,0.1282051282051282,0.10256410256410256
Gavin James,5,39,3,0.1282051282051282,0.07692307692307693
Tevin Campbell,10,78,17,0.1282051282051282,0.21794871794871795
Marc Anthony,10,78,9,0.1282051282051282,0.11538461538461539
Madison Beer,5,39,5,0.1282051282051282,0.1282051282051282
Mata,5,39,7,0.1282051282051282,0.1794871794871795
Louis The Child,5,39,3,0.1282051282051282,0.07692307692307693
Taylor Swift,21,164,17,0.12804878048780488,0.10365853658536585
CAZZETTE,11,86,5,0.12790697674418605,0.05813953488372093
Bruce Springsteen,12,94,13,0.1276595744680851,0.13829787234042554
Ying Yang Twins,7,55,6,0.12727272727272726,0.10909090909090909
Ms. Lauryn Hill,14,110,16,0.12727272727272726,0.14545454545454545
Sia,22,173,15,0.12716763005780346,0.08670520231213873
JAY-Z,16,126,27,0.12698412698412698,0.21428571428571427
Iggy Pop,8,63,6,0.12698412698412698,0.09523809523809523
Troop,9,71,8,0.1267605633802817,0.11267605633802817
Queen,119,939,120,0.12673056443024494,0.12779552715654952
Timmy Trumpet,10,79,14,0.12658227848101267,0.17721518987341772
Fat Pat,10,79,8,0.12658227848101267,0.10126582278481013
Stormzy,10,79,7,0.12658227848101267,0.08860759493670886
Logic,62,490,70,0.12653061224489795,0.14285714285714285
Myke Towers,11,87,12,0.12643678160919541,0.13793103448275862
Kiyotaka Sugiyama,11,87,14,0.12643678160919541,0.16091954022988506
Blue Öyster Cult,12,95,8,0.12631578947368421,0.08421052631578947
Juan Magán,15,119,17,0.12605042016806722,0.14285714285714285
Don Omar,77,612,61,0.12581699346405228,0.09967320261437909
The Chainsmokers,58,461,57,0.12581344902386118,0.12364425162689804
Rihanna,35,279,40,0.12544802867383512,0.14336917562724014
Nicky Kuba,1,8,1,0.125,0.125
Deekey,2,16,0,0.125,0.0
Takagi & Ketra,2,16,1,0.125,0.0625
The Peach Fuzz,1,8,1,0.125,0.125
Yan Cook,1,8,1,0.125,0.125
Elea,2,16,2,0.125,0.125
Sid Luscious and The Pants,1,8,1,0.125,0.125
mansionz,1,8,1,0.125,0.125
A.Heard,1,8,1,0.125,0.125
Michael Schulte,1,8,1,0.125,0.125
St Francis Hotel,1,8,2,0.125,0.25
Alison Darwin,1,8,0,0.125,0.0
SAND&SEA,1,8,1,0.125,0.125
Electric Zoo,1,8,1,0.125,0.125
Leoniden,1,8,1,0.125,0.125
Tempi,1,8,0,0.125,0.0
Fatesky,1,8,1,0.125,0.125
Chris Howland,1,8,1,0.125,0.125
Joanna Teters,1,8,0,0.125,0.0
Sisqo,2,16,2,0.125,0.125
Camila Luna,1,8,0,0.125,0.0
ricky retro,1,8,1,0.125,0.125
5 Seconds of Summer,12,96,9,0.125,0.09375
Summer Cem,2,16,3,0.125,0.1875
Michel Gaross,1,8,0,0.125,0.0
"Daniel, Me Estás Matando",1,8,0,0.125,0.0
Colin Crooks,1,8,2,0.125,0.25
Le Castle Vania,1,8,0,0.125,0.0
Leandro Da Silva,1,8,2,0.125,0.25
Vato Gonzalez,1,8,1,0.125,0.125
Michael Kiwanuka,3,24,2,0.125,0.08333333333333333
MELODOWNZ,1,8,1,0.125,0.125
Seth Sentry,1,8,0,0.125,0.0
AaRON,1,8,1,0.125,0.125
Moby,2,16,5,0.125,0.3125
Modern Love Child,1,8,1,0.125,0.125
Secret Weapons,1,8,0,0.125,0.0
Daniel Diazz,1,8,0,0.125,0.0
Sex Room,1,8,1,0.125,0.125
Crod,2,16,4,0.125,0.25
Madison Gold,1,8,1,0.125,0.125
Maga Shukar,1,8,2,0.125,0.25
Mizbee,1,8,0,0.125,0.0
Beat Dragons,1,8,1,0.125,0.125
EXO-K,1,8,0,0.125,0.0
Bit Funk,1,8,0,0.125,0.0
King Floyd,1,8,2,0.125,0.25
Temple Of The Dog,1,8,0,0.125,0.0
Tenacious D,1,8,0,0.125,0.0
Danger Mouse,1,8,0,0.125,0.0
Frawley,2,16,3,0.125,0.1875
Nibal,1,8,1,0.125,0.125
Nick Gilder,1,8,0,0.125,0.0
Ley,1,8,1,0.125,0.125
Leyla Blue,1,8,0,0.125,0.0
Humming House,1,8,2,0.125,0.25
Vertical Mode,1,8,4,0.125,0.5
Chavano,1,8,0,0.125,0.0
Osen,1,8,0,0.125,0.0
Lhasa De Sela,1,8,1,0.125,0.125
Light Asylum,1,8,0,0.125,0.0
Kill The Buzz,3,24,0,0.125,0.0
Killakoi,1,8,0,0.125,0.0
Death Cab for Cutie,2,16,0,0.125,0.0
Pharien,1,8,1,0.125,0.125
Phi11a,2,16,4,0.125,0.25
Juan Gabriel,2,16,1,0.125,0.0625
Mo'funk,1,8,1,0.125,0.125
Frankie Valli,2,16,2,0.125,0.125
MXMS,1,8,1,0.125,0.125
MYA,1,8,1,0.125,0.125
Francisca La Braza,1,8,0,0.125,0.0
Shabba Ranks,1,8,0,0.125,0.0
Mirella Cesa,1,8,1,0.125,0.125
Creendo,1,8,0,0.125,0.0
Della Humphrey,1,8,0,0.125,0.0
Kid 'N Play,4,32,6,0.125,0.1875
Yeah Yeah Yeahs,1,8,1,0.125,0.125
Death Grips,1,8,1,0.125,0.125
500 Year Flood,1,8,1,0.125,0.125
The Jesus and Mary Chain,3,24,3,0.125,0.125
Alex Zind,1,8,0,0.125,0.0
Grant Smillie,1,8,1,0.125,0.125
Graham Colton,1,8,1,0.125,0.125
Gramophonedzie,1,8,2,0.125,0.25
Sunar,1,8,0,0.125,0.0
Planetshakers,1,8,3,0.125,0.375
Chris Malinchak,1,8,2,0.125,0.25
Curtis Lowe,1,8,2,0.125,0.25
Terry Wright,1,8,0,0.125,0.0
Maquiny,1,8,0,0.125,0.0
joeshort,1,8,2,0.125,0.25
kwassa,2,16,3,0.125,0.1875
DAAZ,1,8,0,0.125,0.0
YNKKX,1,8,0,0.125,0.0
Cimafunk,1,8,2,0.125,0.25
Sebastian Ingrosso,5,40,6,0.125,0.15
Lil Eli,1,8,0,0.125,0.0
Boston 168,1,8,0,0.125,0.0
Lil Kleine,1,8,0,0.125,0.0
New World Punx,1,8,0,0.125,0.0
Zion I,1,8,2,0.125,0.25
Cut Copy,1,8,0,0.125,0.0
VYLW,2,16,1,0.125,0.0625
Deborah de Luca,1,8,1,0.125,0.125
Henrik B,2,16,0,0.125,0.0
Henry Fong,1,8,1,0.125,0.125
Her Bright Skies,1,8,1,0.125,0.125
Eclectic Sound,1,8,3,0.125,0.375
Blackfield,2,16,1,0.125,0.0625
Blacknuss,1,8,1,0.125,0.125
Blahzay Blahzay,1,8,1,0.125,0.125
Talk Talk,3,24,3,0.125,0.125
Charles Brown,3,24,1,0.125,0.041666666666666664
The Knocks,7,56,5,0.125,0.08928571428571429
Yazmin Lacey,3,24,7,0.125,0.2916666666666667
VFM Style,4,32,7,0.125,0.21875
Hellblasterz,2,16,2,0.125,0.125
Obongjayar,1,8,1,0.125,0.125
Ocean Wisdom,1,8,1,0.125,0.125
Heaven 17,1,8,1,0.125,0.125
Rose Royce,1,8,0,0.125,0.0
Harrison BDP,1,8,0,0.125,0.0
Pretty Lights,4,32,2,0.125,0.0625
BoA,1,8,1,0.125,0.125
Urias,2,16,3,0.125,0.1875
HRVY,1,8,1,0.125,0.125
HUGEL,2,16,3,0.125,0.1875
Nu Shooz,2,16,3,0.125,0.1875
organic_kid,1,8,0,0.125,0.0
ODDLIQUOR,1,8,0,0.125,0.0
LJ Echols,1,8,1,0.125,0.125
Andrew Mathers,1,8,0,0.125,0.0
Young L3x,2,16,2,0.125,0.125
OSAK,1,8,1,0.125,0.125
Matt Hunter,1,8,0,0.125,0.0
Puri,1,8,1,0.125,0.125
Jermaine Dupri,1,8,0,0.125,0.0
Jimmy Eat World,5,40,5,0.125,0.125
Jimmy Wopo,1,8,1,0.125,0.125
10 Years,1,8,0,0.125,0.0
Rocwell S,1,8,0,0.125,0.0
Proyecto Uno,2,16,4,0.125,0.25
(Sandy) Alex G,1,8,0,0.125,0.0
Dominic Fike,3,24,2,0.125,0.08333333333333333
The Let Go,1,8,1,0.125,0.125
Rondonumbanine,1,8,2,0.125,0.25
Roldan Law,1,8,1,0.125,0.125
Prznt,1,8,1,0.125,0.125
Crown The Empire,1,8,1,0.125,0.125
24por7,1,8,1,0.125,0.125
Руслан А.У.Е. Черный,1,8,2,0.125,0.25
Carl Cox,1,8,2,0.125,0.25
Carlitos Moreno,1,8,3,0.125,0.375
ВАРГРАД,1,8,0,0.125,0.0
Chris Porter,2,16,1,0.125,0.0625
Disco Killerz,1,8,0,0.125,0.0
Sigrid,2,16,1,0.125,0.0625
Tony Dize,12,96,12,0.125,0.125
Mia Rodriguez,1,8,1,0.125,0.125
Michael Blunt,1,8,0,0.125,0.0
Hootie & The Blowfish,1,8,1,0.125,0.125
Classified,1,8,1,0.125,0.125
Deas,1,8,1,0.125,0.125
Chaos Chaos,1,8,0,0.125,0.0
Ugly God,2,16,2,0.125,0.125
Tear Da Club Up Thugs,1,8,2,0.125,0.25
Team Mati,1,8,1,0.125,0.125
Darkiel,1,8,0,0.125,0.0
Ruff Ryders,1,8,2,0.125,0.25
Yelhigh,1,8,0,0.125,0.0
Killer Mike,1,8,2,0.125,0.25
AlunaGeorge,3,24,2,0.125,0.08333333333333333
Guille Taranto,2,16,0,0.125,0.0
Groove Armada,1,8,2,0.125,0.25
Alyssa Reid,1,8,0,0.125,0.0
Rudey Barnes,1,8,0,0.125,0.0
Knapsack,1,8,0,0.125,0.0
Kirko Bangz,1,8,0,0.125,0.0
Mac Beez,2,16,0,0.125,0.0
Guts,1,8,3,0.125,0.375
AmirSaysNothing,1,8,0,0.125,0.0
Lady,1,8,3,0.125,0.375
Noriel,4,32,2,0.125,0.0625
Northwood Worship,1,8,2,0.125,0.25
Dave Kerzner,1,8,0,0.125,0.0
Oh Snap It's Luke!,1,8,0,0.125,0.0
Oh Wonder,5,40,5,0.125,0.125
Kumbia Kings,1,8,0,0.125,0.0
Robert Plant,2,16,4,0.125,0.25
Robin Lukovic,1,8,0,0.125,0.0
Stefano Casavecchia,1,8,1,0.125,0.125
HARRI BEST,1,8,0,0.125,0.0
Homaze,1,8,0,0.125,0.0
Laura Branigan,1,8,1,0.125,0.125
Codeko,1,8,0,0.125,0.0
Ann Peebles,1,8,0,0.125,0.0
Kosinus,1,8,0,0.125,0.0
Kollektiv Turmstrasse,1,8,0,0.125,0.0
Kongsted,1,8,0,0.125,0.0
Koni,1,8,1,0.125,0.125
Quiet Riot,7,56,9,0.125,0.16071428571428573
Quincy Mumford,1,8,0,0.125,0.0
Polo G,3,24,4,0.125,0.16666666666666666
Hanz,1,8,0,0.125,0.0
Edge of Silence,1,8,0,0.125,0.0
Antonio José,1,8,2,0.125,0.25
Bodine,1,8,2,0.125,0.25
Joel Life,1,8,0,0.125,0.0
Pusher,1,8,0,0.125,0.0
White Denim,1,8,0,0.125,0.0
Mark Stent,1,8,2,0.125,0.25
The Five Satins,1,8,0,0.125,0.0
invention_,1,8,1,0.125,0.125
Destiny's Child,6,48,9,0.125,0.1875
Emir Pabón,1,8,1,0.125,0.125
Cetu Javu,1,8,1,0.125,0.125
Sandeville,1,8,0,0.125,0.0
badmómzjay,1,8,0,0.125,0.0
Låpsley,1,8,3,0.125,0.375
Denise Rosenthal,1,8,2,0.125,0.25
Chip Conyard,1,8,0,0.125,0.0
Down Below,1,8,3,0.125,0.375
Payy,1,8,1,0.125,0.125
Peach Pit,1,8,1,0.125,0.125
Christian Smith,1,8,1,0.125,0.125
JRL,1,8,0,0.125,0.0
J.Pappas,1,8,2,0.125,0.25
Flyte,1,8,0,0.125,0.0
Tobu,1,8,2,0.125,0.25
greisun,1,8,1,0.125,0.125
iamalex,1,8,2,0.125,0.25
iiola,1,8,1,0.125,0.125
T. Rex,4,32,4,0.125,0.125
Beverly,1,8,2,0.125,0.25
Iron Maiden,8,64,4,0.125,0.0625
Asher Knight,1,8,0,0.125,0.0
Ashley Tisdale,2,16,2,0.125,0.125
Louis Tomlinson,3,24,1,0.125,0.041666666666666664
Crystal Bats,1,8,1,0.125,0.125
Gamma Skies,1,8,3,0.125,0.375
Lucho,1,8,1,0.125,0.125
Lucky Daye,6,48,5,0.125,0.10416666666666667
Kaan Pars,5,40,7,0.125,0.175
Patrick Martin,1,8,0,0.125,0.0
J Dilla,4,32,3,0.125,0.09375
Mark Morrison,3,24,1,0.125,0.041666666666666664
Worakls,1,8,0,0.125,0.0
Wrabel,2,16,1,0.125,0.0625
Florida Georgia Line,1,8,1,0.125,0.125
Top $helf,1,8,2,0.125,0.25
Miguel O'Syrah,1,8,0,0.125,0.0
Mammothor,2,16,1,0.125,0.0625
Making Movies,1,8,2,0.125,0.25
Toby Green,4,32,5,0.125,0.15625
Marques Houston,1,8,1,0.125,0.125
Caloncho,3,24,5,0.125,0.20833333333333334
Fee Gonzales,1,8,0,0.125,0.0
Mark Lettieri,1,8,0,0.125,0.0
J Hus,2,16,2,0.125,0.125
Old Crow Medicine Show,1,8,0,0.125,0.0
Mystikal,3,24,6,0.125,0.25
Astrid S,9,72,6,0.125,0.08333333333333333
TKDJS,1,8,2,0.125,0.25
Paul Weller,1,8,3,0.125,0.375
Paula Caju,1,8,3,0.125,0.375
Matata,1,8,2,0.125,0.25
Heiko & Maiko,2,16,1,0.125,0.0625
Super3,2,16,2,0.125,0.125
Juliana Hatfield,1,8,2,0.125,0.25
香取慎吾,1,8,0,0.125,0.0
Candyland,1,8,1,0.125,0.125
chelmico,1,8,1,0.125,0.125
Future Girlfriend 音楽,2,16,3,0.125,0.1875
Futuristic,1,8,0,0.125,0.0
G Herbo,1,8,0,0.125,0.0
GAB,1,8,0,0.125,0.0
deadmau5,1,8,1,0.125,0.125
Mr. Shadow,1,8,1,0.125,0.125
V-One,1,8,0,0.125,0.0
LODU GOSH,1,8,1,0.125,0.125
Slumberville,3,24,4,0.125,0.16666666666666666
Roger Wilco,1,8,0,0.125,0.0
LTGTR,1,8,2,0.125,0.25
Don McLean,2,16,0,0.125,0.0
Aexcit,1,8,1,0.125,0.125
Luis Rodriguez,1,8,0,0.125,0.0
Sonny Alven,1,8,1,0.125,0.125
CastNowski,1,8,2,0.125,0.25
Bruce Lecky Way,1,8,1,0.125,0.125
Lush Life,1,8,0,0.125,0.0
Sartiboy,1,8,1,0.125,0.125
GRECO (NYC),1,8,3,0.125,0.375
Gabo Viera,1,8,1,0.125,0.125
Chiddy Bang,1,8,3,0.125,0.375
Wale,6,48,6,0.125,0.125
Bart B More,2,16,4,0.125,0.25
jayover,1,8,2,0.125,0.25
Hex Cougar,1,8,2,0.125,0.25
Funk-Se,1,8,0,0.125,0.0
Dropout,1,8,0,0.125,0.0
Avalon,1,8,2,0.125,0.25
Dayvi,1,8,1,0.125,0.125
Heartist,1,8,1,0.125,0.125
Helion,6,48,5,0.125,0.10416666666666667
Sol Pereyra,1,8,0,0.125,0.0
Buzz&Fuxx,1,8,1,0.125,0.125
f(x),1,8,1,0.125,0.125
Abel Ramos,1,8,1,0.125,0.125
THE BOYZ,1,8,1,0.125,0.125
Editors,3,24,4,0.125,0.16666666666666666
Traffic,1,8,1,0.125,0.125
The Jane Doze,1,8,0,0.125,0.0
SMACK,1,8,2,0.125,0.25
PK Delas,1,8,0,0.125,0.0
Kesha,9,72,14,0.125,0.19444444444444445
Dotan,1,8,0,0.125,0.0
RAMMELLS,1,8,1,0.125,0.125
Twisted Illusion,1,8,0,0.125,0.0
Gill Chang,2,16,0,0.125,0.0
Saint Asonia,1,8,1,0.125,0.125
The Avalanches,2,16,1,0.125,0.0625
DREAMS COME TRUE,1,8,0,0.125,0.0
Y2K,1,8,0,0.125,0.0
Dust of Apollon,1,8,2,0.125,0.25
Pacific Air,3,24,5,0.125,0.20833333333333334
Paisley Pink,1,8,0,0.125,0.0
Kauf,1,8,2,0.125,0.25
Dzeko & Torres,2,16,2,0.125,0.125
Spectral Knight,1,8,0,0.125,0.0
Thug Life,2,16,1,0.125,0.0625
Saba,1,8,0,0.125,0.0
Carly Rae Jepsen,6,48,5,0.125,0.10416666666666667
Gagexa,1,8,1,0.125,0.125
Trivium,1,8,3,0.125,0.375
Bryan Mg,2,16,4,0.125,0.25
_tag,1,8,0,0.125,0.0
Reynier Perez,1,8,1,0.125,0.125
Delany,1,8,0,0.125,0.0
Keys N Krates,3,24,3,0.125,0.125
SIRUP,1,8,0,0.125,0.0
Grace,1,8,1,0.125,0.125
SKAAR,1,8,0,0.125,0.0
Celeste,3,24,8,0.125,0.3333333333333333
SNADS,1,8,0,0.125,0.0
Gondwana,2,16,5,0.125,0.3125
Confidentes,1,8,1,0.125,0.125
Connell Cruise,1,8,0,0.125,0.0
EC Twins,1,8,3,0.125,0.375
Victoria Justice,1,8,0,0.125,0.0
Nelly,14,112,19,0.125,0.16964285714285715
SG Lewis,1,8,1,0.125,0.125
Sachin-Jigar,1,8,0,0.125,0.0
Saco,2,16,3,0.125,0.1875
Cookin' On 3 Burners,1,8,1,0.125,0.125
Alex Fosse,1,8,0,0.125,0.0
IRIS,1,8,0,0.125,0.0
Kev.,2,16,1,0.125,0.0625
Tha Alkaholiks,1,8,0,0.125,0.0
Linas Music,1,8,1,0.125,0.125
Linda Ronstadt,1,8,1,0.125,0.125
PSY,1,8,0,0.125,0.0
Kellylee Evans,2,16,1,0.125,0.0625
Granata,1,8,4,0.125,0.5
Gentle Giant,1,8,1,0.125,0.125
Diplomacy,1,8,0,0.125,0.0
Dirty Shirley,1,8,0,0.125,0.0
Sam 'O Neall,1,8,1,0.125,0.125
The Hykkers,1,8,0,0.125,0.0
Branco,2,16,1,0.125,0.0625
Brandi Carlile,1,8,2,0.125,0.25
Brandon Reeve,1,8,1,0.125,0.125
Brandyn Burnette,1,8,0,0.125,0.0
Twin Shadow,3,24,4,0.125,0.16666666666666666
Love Harder,1,8,2,0.125,0.25
Indyah,1,8,0,0.125,0.0
Ximena Sariñana,3,24,8,0.125,0.3333333333333333
Parliament,2,16,0,0.125,0.0
Dylan Wild,1,8,2,0.125,0.25
Snareskin,1,8,1,0.125,0.125
Sneaky Sound System,1,8,1,0.125,0.125
Esther Phillips,1,8,2,0.125,0.25
Agonoize,4,32,3,0.125,0.09375
Vintage Culture,2,16,1,0.125,0.0625
Raymix,1,8,3,0.125,0.375
Itsmylife,1,8,1,0.125,0.125
Irajá,1,8,0,0.125,0.0
Georgia Ku,1,8,0,0.125,0.0
Louis Mattrs,1,8,0,0.125,0.0
Paradisio,1,8,0,0.125,0.0
Arno Cost,1,8,2,0.125,0.25
Arston,1,8,1,0.125,0.125
Soul Recruiter,1,8,0,0.125,0.0
Xavi,1,8,0,0.125,0.0
Exact Change Project,1,8,0,0.125,0.0
Jonna Torres,1,8,0,0.125,0.0
Smooth4Lyfe,1,8,1,0.125,0.125
CLiQ,1,8,2,0.125,0.25
The Decemberists,1,8,0,0.125,0.0
Céline Dion,1,8,1,0.125,0.125
Brian Dunne,1,8,0,0.125,0.0
Sam Cooke,3,24,1,0.125,0.041666666666666664
Britta Phillips,1,8,1,0.125,0.125
Xabski,1,8,1,0.125,0.125
Incubite,1,8,0,0.125,0.0
Nana Mellie,1,8,0,0.125,0.0
Trapical,1,8,1,0.125,0.125
Adam Ant,1,8,1,0.125,0.125
enjo,1,8,1,0.125,0.125
Justin Prime,4,32,2,0.125,0.0625
Rahul Dit-O,1,8,3,0.125,0.375
Funambulista,1,8,0,0.125,0.0
Morty,1,8,0,0.125,0.0
Azad,1,8,4,0.125,0.5
Ben Remember,1,8,2,0.125,0.25
The Young Rascals,1,8,2,0.125,0.25
Kat Dahlia,1,8,0,0.125,0.0
Keith Sweat,20,161,21,0.12422360248447205,0.13043478260869565
Olexesh,18,145,15,0.12413793103448276,0.10344827586206896
NLE Choppa,11,89,8,0.12359550561797752,0.0898876404494382
Five Finger Death Punch,22,178,19,0.12359550561797752,0.10674157303370786
Chino & Nacho,10,81,12,0.12345679012345678,0.14814814814814814
Daft Punk,9,73,9,0.1232876712328767,0.1232876712328767
Sean C. Johnson,9,73,1,0.1232876712328767,0.0136986301369863
Ava Max,9,73,11,0.1232876712328767,0.1506849315068493
Summer Walker,8,65,8,0.12307692307692308,0.12307692307692308
Aaliyah,14,114,9,0.12280701754385964,0.07894736842105263
Wisin,7,57,10,0.12280701754385964,0.17543859649122806
3LAU,7,57,9,0.12280701754385964,0.15789473684210525
MØ,6,49,6,0.12244897959183673,0.12244897959183673
P!nk,18,147,9,0.12244897959183673,0.061224489795918366
Minty Burns,6,49,6,0.12244897959183673,0.12244897959183673
David Banner,5,41,6,0.12195121951219512,0.14634146341463414
Hellberg,5,41,4,0.12195121951219512,0.0975609756097561
Fetty Wap,5,41,2,0.12195121951219512,0.04878048780487805
John Mellencamp,5,41,3,0.12195121951219512,0.07317073170731707
Moonchild,5,41,7,0.12195121951219512,0.17073170731707318
Jessie J,15,123,8,0.12195121951219512,0.06504065040650407
Armin van Buuren,37,304,34,0.12171052631578948,0.1118421052631579
A Boogie Wit da Hoodie,9,74,11,0.12162162162162163,0.14864864864864866
ODESZA,9,74,8,0.12162162162162163,0.10810810810810811
Sam Feldt,30,247,28,0.1214574898785425,0.11336032388663968
Big Pokey,4,33,3,0.12121212121212122,0.09090909090909091
Sofia Carson,4,33,2,0.12121212121212122,0.06060606060606061
Mary Mary,8,66,6,0.12121212121212122,0.09090909090909091
RetroVision,4,33,5,0.12121212121212122,0.15151515151515152
Ericé,4,33,6,0.12121212121212122,0.18181818181818182
Warrant,4,33,5,0.12121212121212122,0.15151515151515152
Riff,4,33,4,0.12121212121212122,0.12121212121212122
Years & Years,4,33,2,0.12121212121212122,0.06060606060606061
Steve Angello,4,33,4,0.12121212121212122,0.12121212121212122
Bryson Tiller,4,33,1,0.12121212121212122,0.030303030303030304
The Smiths,20,165,18,0.12121212121212122,0.10909090909090909
GRiZ,4,33,2,0.12121212121212122,0.06060606060606061
MC Igu,4,33,4,0.12121212121212122,0.12121212121212122
Clean Bandit,15,124,18,0.12096774193548387,0.14516129032258066
Ari Lennox,11,91,15,0.12087912087912088,0.16483516483516483
Shinedown,7,58,7,0.1206896551724138,0.1206896551724138
Michael Jackson,17,141,21,0.12056737588652482,0.14893617021276595
Sick Individuals,20,166,25,0.12048192771084337,0.15060240963855423
The Weeknd,46,382,53,0.12041884816753927,0.1387434554973822
Laidback Luke,13,108,22,0.12037037037037036,0.2037037037037037
Juanes,13,108,19,0.12037037037037036,0.17592592592592593
Ratt,3,25,4,0.12,0.16
Wolfgang Gartner,3,25,1,0.12,0.04
Ronnie Milsap,3,25,2,0.12,0.08
AxLi,3,25,2,0.12,0.08
The Audition,6,50,5,0.12,0.1
Das EFX,3,25,0,0.12,0.0
Beeskov,3,25,5,0.12,0.2
Pusha T,3,25,1,0.12,0.04
Jerau,3,25,2,0.12,0.08
Jeff Buckley,3,25,3,0.12,0.12
